player,rank,age,elo,recent_form,bp_pressure,grass_elo,grass_form,clay_elo,clay_form,hard_elo,hard_form
Horacio Zeballos,152.0,33.383,1513.397510956483,0.4,9.2,1465.5966330493407,0.5,1514.7081508020408,0.5,1447.3709948910623,0.4
Hubert Hurkacz,103.0,29.344,1696.5161469672746,0.5,6.2,1730.2986747608466,0.7,1723.2347426721562,0.5,1632.2901575809474,0.4
Hugo Dellien,144.0,32.936,1419.4276474502014,0.2,9.0,1410.1443899959197,0.0,1460.9451872807065,0.3,1351.6061162241815,0.0
Hugo Gaston,118.0,25.667,1455.9798135712322,0.2,10.2,1506.7183836663432,0.5,1490.8957960096204,0.3,1473.0862249543661,0.3
Hugo Grenier,188.0,29.886,1455.4987325285772,0.3,10.1,1483.9037377439831,0.5,1463.7672313395515,0.2857142857142857,1436.9487765616952,0.3
Hugo Nys,2000.0,34.995,1530.4519536993723,0.5,5.0,1500.0,0.5,1500.0,0.5,1496.631475009367,0.5
Hyeon Chung,392.0,29.741,1613.5376803904105,0.6,7.1,1500.0,0.5,1625.5140191802534,0.7,1580.0023545007664,0.6
Ignacio Buse,35.0,22.229,1782.3547473511778,0.7,8.0,1530.2795287779595,0.5,1742.890486827991,0.7,1500.0905162896904,0.25
Ignacio Carou,867.0,22.188,1485.0580182010683,0.5,5.0,1500.0,0.5,1480.7564230707158,0.5,1500.0,0.5
Ignacio Garcia,2000.0,18.716,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Igor Marcondes,348.0,28.674,1489.1539809718317,0.5,5.0,1500.0,0.5,1487.5672701193912,0.5,1500.0,0.5
Iliyan Radulov,663.0,20.679,1533.2055471453416,0.5,5.0,1500.0,0.5,1530.5304984710244,0.5,1500.0,0.5
Illya Beloborodko,2000.0,15.918,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Illya Marchenko,267.0,35.951,1469.5931157602606,0.3,5.1,1415.414625223553,0.0,1500.0,0.5,1500.7305625688125,0.5
Ilya Ivashka,103.0,29.506,1546.1233467235338,0.3,10.8,1504.423692662624,0.4,1496.974983293271,0.4,1583.4127355937865,0.5
Ilya Snitari,740.0,21.875,1500.0,0.5,5.0,1500.0,0.5,1484.0,0.5,1500.0,0.5
Inigo Cervantes,125.0,27.244,1480.877092513742,0.5,5.0,1500.0,0.5,1482.1897070116863,0.5,1500.0,0.5
Ioannis Xilas,1286.0,22.73,1516.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1516.0,0.5
Isaac Becroft,980.0,24.189,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Isak Arvidsson,569.0,24.496,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Ivan Dodig,412.0,32.537,1523.5206918133968,0.5,5.0,1500.0,0.5,1520.1786243822835,0.5,1500.0,0.5
Ivan Endara,597.0,29.916,1449.4877520870514,0.5,5.0,1500.0,0.5,1455.0562533492994,0.5,1500.0,0.5
Ivan Gakhov,265.0,28.537,1503.322979480961,0.25,11.0,1500.0,0.5,1484.6891925163459,0.25,1500.0,0.5
Ivan Ivanov,780.0,17.292,1459.0396455846592,0.5,5.0,1500.0,0.5,1448.756647785869,0.5,1500.0,0.5
Ivo Karlovic,221.0,42.502,1430.6352401550084,0.3,4.7,1437.9861167594463,0.4,1438.2063267336011,0.4,1406.6885004812866,0.3
J.J. Wolf,143.0,25.604,1446.2456096597366,0.1,8.2,1507.9746273622063,0.5,1498.7745548671237,0.4,1420.4435089323429,0.2
JC Aragone,299.0,25.522,1429.9823048101664,0.0,7.666666666666667,1470.8626941530251,0.5,1500.0,0.5,1482.0289067969304,0.5
Jabor Al-Mutawa,2000.0,23.6,1481.9620130898663,0.5,5.0,1500.0,0.5,1500.0,0.5,1482.7001342451663,0.5
Jack Cheng,1600.0,15.713,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Jack Draper,28.0,24.307,1897.8448905564514,0.7,3.5,1708.8985088408767,0.7,1781.587699061007,0.7,1985.9902757419122,0.7
Jack Loutit,790.0,20.227,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Jack Mingjie Lin,2000.0,19.828,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Jack Pinnington Jones,147.0,23.211,1556.3752555942185,0.42857142857142855,6.714285714285714,1461.4681907924519,0.3333333333333333,1490.875601881286,0.5,1532.9131270863218,0.5
Jack Sock,166.0,30.522,1578.378862568509,0.4,7.9,1506.3895594605076,0.5,1466.9827995302041,0.3,1521.9350700926339,0.3
Jacob Fearnley,125.0,24.862,1484.489386553343,0.2,7.0,1513.6493142830109,0.4444444444444444,1575.4592348004,0.5,1495.031495483963,0.3
Jacopo Berrettini,842.0,24.252,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Jad Ballout,2000.0,21.366,1484.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1484.0,0.5
Jaime Faria,115.0,22.817,1580.0074312427016,0.5,5.8,1486.0641055959363,0.5,1533.2640287612194,0.4,1551.397426640697,0.5714285714285714
Jakub Mensik,16.0,20.789,1912.4253173890886,0.6,7.8,1544.2304099355144,0.5,1819.0958817783464,0.7,1859.4273905581342,0.7
James Duckworth,79.0,34.387,1497.5871235484344,0.2,8.9,1499.1724043931056,0.5,1404.1358455989532,0.2,1480.47958112585,0.3
James McCabe,233.0,22.935,1434.4917160726545,0.2222222222222222,7.777777777777778,1456.5160673594316,0.3333333333333333,1500.0,0.5,1426.490180151388,0.2
James Trotter,212.0,26.157,1475.9185259752767,0.5,5.0,1500.0,0.5,1500.0,0.5,1471.9225215667796,0.5
James Ward,333.0,34.357,1375.844627433115,0.0,9.4,1367.355195782658,0.0,1500.0,0.5,1500.0,0.5
James Watt,650.0,25.684,1488.6214193332655,0.5,5.0,1500.0,0.5,1500.0,0.5,1479.0280152102462,0.5
Jan Choinski,120.0,29.804,1410.4505968979934,0.2,12.5,1435.8835599210036,0.25,1477.7697868095574,0.3333333333333333,1423.4937637632336,0.0
Jan Satral,157.0,26.533,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Jan Zielinski,860.0,25.131,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Jan-Lennard Struff,77.0,36.126,1589.1404571818657,0.4,8.2,1654.5575680599472,0.6,1603.2270747692667,0.5,1529.437184284161,0.2
Janko Tipsarevic,251.0,35.31,1401.2523621562118,0.3,11.0,1414.4906433808376,0.2857142857142857,1469.610385849079,0.4,1395.6168766341243,0.2
Jannik Sinner,1.0,24.78,2381.5125892725023,1.0,2.1,1797.3790408816603,0.8,2175.637974283712,1.0,2295.9942557271515,1.0
Jared Donaldson,192.0,22.398,1479.8709547619492,0.3,8.9,1479.1077926568976,0.5,1380.783084624819,0.2,1503.5466739686333,0.5
Jason Jung,276.0,34.125,1381.726945757242,0.2,9.5,1458.671738109823,0.3333333333333333,1485.3041695854358,0.5,1360.9034483540097,0.2
Jason Kubler,179.0,32.742,1490.226650680023,0.2,8.8,1544.6149892082979,0.6,1541.144452561033,0.5,1502.387178946965,0.3
Jaume Munar,44.0,29.095,1646.0827957833096,0.4,6.2,1513.5323830031784,0.4,1545.6260377159463,0.4,1722.8567385017868,0.5
Javier Barranco Cosano,254.0,25.506,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Jay Clarke,196.0,26.927,1358.9309644328373,0.1,9.4,1336.523038585212,0.1,1500.0,0.5,1500.0,0.5
Jenson Brooksby,73.0,25.64,1553.692581810093,0.2,7.3,1604.4457903703906,0.6,1500.5392351131281,0.5,1663.428381448806,0.4
Jeremy Chardy,542.0,36.386,1543.9942770498947,0.2,9.2,1472.458942380204,0.3,1490.4260272574218,0.4,1718.0899550154581,0.5
Jerome Kym,155.0,22.582,1594.464723243162,0.625,5.875,1500.0,0.5,1514.1856450881041,0.5,1566.1198860699935,0.6
Jerzy Janowicz,141.0,26.924,1546.7524537269892,0.5,6.2,1542.1505742354432,0.6666666666666666,1500.0,0.5,1491.7451485343636,0.3333333333333333
Jeson Patrombon,1485.0,25.029,1473.0720409731434,0.5,5.0,1500.0,0.5,1500.0,0.5,1456.0696498523462,0.5
Jesper de Jong,106.0,25.999,1617.404750006462,0.4,9.1,1442.601425559827,0.0,1653.4129541440604,0.6,1527.7136764269737,0.4
Jesse Flores,900.0,28.843,1482.5536962677272,0.5,5.0,1500.0,0.5,1500.0,0.5,1482.5581706144978,0.5
Jesus Bandres,1644.0,26.185,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
JiSung Nam,2000.0,29.114,1473.428674426554,0.3333333333333333,5.666666666666667,1500.0,0.5,1500.0,0.5,1435.236784112027,0.5
Jie Cui,583.0,25.654,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Jirat Navasirisomboon,1541.0,23.299,1496.0151448490442,0.6,5.2,1500.0,0.5,1455.3463296211091,0.3333333333333333,1530.5304984710244,0.5
Jiri Lehecka,12.0,24.608,1835.6173834893436,0.6,3.9,1693.3020799396481,0.8,1775.9193246726638,0.6,1851.7555073783572,0.7
Jiri Vesely,293.0,30.516,1565.6599984256397,0.4,9.3,1618.5564576369457,0.6,1385.53335160765,0.3,1575.496026900312,0.6
Jo-Wilfried Tsonga,296.0,37.098,1456.4224412553071,0.2,8.1,1565.3030797546558,0.6,1463.7335840761314,0.3,1566.8652440516103,0.3
Joao Domingues,169.0,26.368,1521.0485663242014,0.5,9.0,1500.0,0.5,1485.1738510338769,0.5,1500.0,0.5
Joao Fonseca,25.0,19.819,1891.2465468546595,0.6,8.8,1527.5084580015061,0.42857142857142855,1802.0851512126512,0.6,1866.1221823299923,0.7
Joao Lucas Reis Da Silva,207.0,25.897,1464.1100173634004,0.5,5.0,1500.0,0.5,1487.946759417541,0.5,1483.3719062180467,0.5
Joao Menezes,199.0,24.183,1488.3990860778547,0.5,5.0,1500.0,0.5,1487.433118479651,0.5,1500.0,0.5
Joao Pedro Sorgi,359.0,24.465,1478.069338282106,0.5,5.0,1500.0,0.5,1500.0,0.5,1481.2414411650263,0.5
Joao Sousa,272.0,35.006,1428.9481617915255,0.3,8.5,1395.3023893599723,0.4,1475.0609793954272,0.4,1442.3744725968213,0.1
Joao Souza,131.0,28.756,1446.0535453086516,0.5,5.0,1500.0,0.5,1445.6466267656485,0.5,1500.0,0.5
Joaquin  Aguilar Cardozo,2000.0,19.433,1500.7185244146738,0.5,5.0,1500.0,0.5,1498.281671063794,0.5,1500.0,0.5
Joel Schwaerzler,354.0,19.48,1467.8486886290766,0.5,5.0,1500.0,0.5,1466.69247501475,0.5,1500.0,0.5
Johan Nikles,317.0,25.147,1488.0057640047505,0.5,5.0,1500.0,0.5,1472.170651939263,0.5,1500.0,0.5
Johannes Ingildsen,785.0,24.674,1467.583741885859,0.5,5.0,1500.0,0.5,1500.0,0.5,1483.328149753561,0.5
Johannus Monday,224.0,23.436,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
John Bryan Decasa Otico,2000.0,18.784,1506.3893217012276,0.5,5.0,1500.0,0.5,1500.0,0.5,1516.0,0.5
John Isner,157.0,38.338,1575.7106306230753,0.4,5.0,1641.1298995312445,0.6,1654.312430559407,0.6,1551.3927307333925,0.4
John Millman,140.0,33.591,1555.8171817910807,0.4,6.9,1473.1675568982698,0.5,1487.4392340469415,0.3,1540.7609737117923,0.4
John-Patrick Smith,306.0,32.079,1312.8858403540082,0.0,7.777777777777778,1467.26287311753,0.5,1500.0,0.5,1330.9216543097784,0.0
Jonas Forejtek,399.0,19.669,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Jonathan Eysseric,290.0,27.236,1478.0561476784706,0.5,5.0,1500.0,0.5,1500.0,0.5,1479.851537561302,0.5
Jonathan Mridha,1094.0,23.436,1473.165456175838,0.5,5.0,1500.0,0.5,1500.0,0.5,1467.9465894960385,0.5
Jordan Thompson,111.0,31.756,1631.5942694484365,0.3,6.6,1585.9711188280899,0.5,1439.5424915607114,0.3,1627.3409570130998,0.4
Jordi Munoz-Abreu,1234.0,30.133,1432.7115098958154,0.5,5.0,1500.0,0.5,1500.0,0.5,1432.2755464424672,0.5
Jordi Samper-Montana,410.0,28.126,1488.4550416350164,0.5,5.0,1500.0,0.5,1485.2121625828988,0.5,1500.0,0.5
Jorge Panta,878.0,22.538,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Joris De Loore,192.0,30.787,1417.8510464064702,0.0,5.666666666666667,1500.0,0.5,1500.0,0.5,1440.161360595026,0.5
Jose Hernandez-Fernandez,289.0,29.982,1461.0395355555495,0.4,6.0,1500.0,0.5,1431.649497393477,0.5,1470.866254736599,0.5
Jose Olivares,722.0,20.071,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Jozef Kovalik,117.0,31.863,1534.9675533151494,0.4,8.1,1461.7074772749493,0.5,1598.472492069645,0.6,1391.287233202638,0.1
Juan Carlos Fuentes Vasquez,2000.0,18.992,1513.1281248226185,0.5,5.0,1500.0,0.5,1484.0,0.5,1500.0,0.5
Juan Carlos Prado Angelo,176.0,21.221,1530.5304984710244,0.5,5.0,1500.0,0.5,1530.5304984710244,0.5,1500.0,0.5
Juan Ignacio Londero,141.0,28.769,1409.4458565850284,0.4,6.7,1457.9273457429338,0.3333333333333333,1465.8967705902428,0.4,1394.4067334411159,0.1
Juan Manuel Cerundolo,56.0,24.542,1660.6116067762578,0.5,9.6,1500.0,0.5,1622.983084471594,0.4,1462.7275020810296,0.4
Juan Martin del Potro,753.0,33.374,1834.500567190235,0.6,4.8,1610.1020276985166,0.7142857142857143,1694.5053107665194,0.7,1877.3049599888504,0.7
Juan Monaco,124.0,33.032,1418.2316119818347,0.5,5.0,1500.0,0.5,1484.0,0.5,1459.3310157549663,0.5
Juan Pablo Ficovich,140.0,28.504,1523.0748788454914,0.42857142857142855,8.428571428571429,1500.0,0.5,1491.8679872013631,0.5,1522.700512618219,0.5
Juan Pablo Varillas,284.0,30.36,1458.314011160468,0.2,9.6,1500.0,0.5,1506.5119828012246,0.3,1430.5740855117815,0.3
Julian Lenz,270.0,26.576,1485.7009159515055,0.5,5.0,1500.0,0.5,1492.9305539236252,0.5,1500.0,0.5
Julien Benneteau,60.0,36.684,1564.8498039805802,0.3,8.4,1519.8241201859432,0.5,1428.65380011664,0.0,1570.3460921496307,0.5
Julien Cagnina,248.0,23.666,1484.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1484.0,0.5
Julius Tverijonas,791.0,25.728,1417.3943490698457,0.5,5.0,1500.0,0.5,1451.0856455352814,0.5,1481.0686895792683,0.5
Juncheng Shang,262.0,21.06,1633.442733564438,0.5,4.4,1557.3178918557994,0.6666666666666666,1450.4538145412637,0.2,1601.9282683133144,0.5
Jurabek Karimov,434.0,20.279,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Jurgen Melzer,426.0,37.418,1487.6132915529854,0.3333333333333333,8.666666666666666,1500.0,0.5,1500.0,0.5,1487.435652148857,0.3333333333333333
Jurgen Zopp,133.0,30.546,1492.1127431397547,0.5,8.8,1500.0,0.5,1581.774936497206,0.625,1454.8896354633346,0.4
Jurij Rodionov,158.0,27.025,1624.6674426365023,0.5,4.8,1471.7407737643923,0.42857142857142855,1426.173054938948,0.4,1585.9430543960916,0.5
Justin Barki,2000.0,21.311,1514.597626351594,0.5,5.0,1500.0,0.5,1500.0,0.5,1508.173252680335,0.5
Justin Engel,190.0,18.631,1468.0879466876481,0.3,4.2,1525.1050728787566,0.6666666666666666,1461.8706063102427,0.2,1451.650236975405,0.3333333333333333
Kaan Isik Kosaner,2000.0,16.682,1484.0,0.5,5.0,1500.0,0.5,1484.0,0.5,1500.0,0.5
Kacper Zuk,245.0,23.948,1413.176457775101,0.2,9.6,1500.0,0.5,1500.0,0.5,1448.914278286583,0.25
Kaichi Uchida,155.0,28.112,1523.8206395816499,0.5,6.5,1500.0,0.5,1500.0,0.5,1495.9570608645797,0.3333333333333333
Kaipo Marshall,2000.0,22.486,1437.7474461342263,0.25,9.0,1500.0,0.5,1500.0,0.5,1439.464790718586,0.25
Kamil Majchrzak,47.0,30.423,1766.0334272478594,0.6,5.7,1701.8501165041641,0.8,1460.6559404434013,0.3,1679.6062815817452,0.5
Karen Khachanov,18.0,30.07,1673.9119587858265,0.6,8.9,1679.650066187576,0.7,1689.5130448761868,0.7,1683.5101652293597,0.5
Karim Bennani,731.0,18.576,1542.220941454059,0.5,5.0,1500.0,0.5,1539.636624685722,0.5,1500.0,0.5
Karim Ibrahim,1045.0,22.525,1484.0,0.5,5.0,1500.0,0.5,1484.0,0.5,1500.0,0.5
Karim-Mohamed Maamoun,626.0,30.902,1493.7157721020933,0.5,8.0,1500.0,0.5,1438.5045309773045,0.5,1549.915026229027,0.5
Karl Friberg,364.0,24.86,1460.893508012923,0.5,5.0,1500.0,0.5,1500.0,0.5,1461.8112274771565,0.5
Karol Filar,624.0,27.46,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Karue Sell,300.0,31.513,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Kasidit Samrej,418.0,23.981,1501.8452284221944,0.5,5.0,1500.0,0.5,1500.0,0.5,1501.735324283328,0.5
Kei Nishikori,67.0,35.606,1672.9968613259002,0.4,6.7,1620.052131061781,0.7,1635.8786549126494,0.5,1685.92292846042,0.5
Kenneth Raisma,896.0,19.838,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Kenny De Schepper,186.0,31.305,1499.1341677235243,0.5,7.5,1500.0,0.5,1500.0,0.5,1491.2956177131894,0.5
Kevin Anderson,652.0,37.202,1542.3329671388028,0.3,5.8,1754.86023107213,0.8,1640.8318172392512,0.5,1461.6149098746587,0.3
Kevin King,304.0,29.851,1480.0310410494742,0.25,9.75,1484.9452091148078,0.5,1500.0,0.5,1506.3798778071232,0.3333333333333333
Kevin Krawietz,2000.0,32.025,1476.3343204976716,0.5,5.0,1495.5861442793016,0.5,1500.0,0.5,1486.209473447706,0.5
Khumoyun Sultanov,236.0,25.881,1522.8526389766928,0.3333333333333333,7.333333333333333,1500.0,0.5,1500.0,0.5,1491.5336615753356,0.5
Ki Lung Ng,2102.0,23.121,1453.1788992966124,0.5,5.0,1500.0,0.5,1500.0,0.5,1454.8718751773815,0.5
Kimmer Coppejans,186.0,29.615,1408.1420173923023,0.2,9.6,1491.5786781890706,0.5,1493.9929323308297,0.6666666666666666,1418.8421435563948,0.0
Kiranpal Pannu,454.0,27.685,1453.3194176767738,0.25,6.5,1500.0,0.5,1500.0,0.5,1441.7186623719115,0.25
Kittipong Wachiramanowong,1109.0,27.225,1472.356982523589,0.5,5.0,1469.4695015289756,0.5,1500.0,0.5,1500.0,0.5
Komlavi Loglo,2000.0,39.094,1514.597626351594,0.5,5.0,1500.0,0.5,1500.0,0.5,1514.597626351594,0.5
Konstantin Kravchuk,260.0,32.643,1339.370274957897,0.2,8.7,1500.0,0.5,1500.0,0.5,1289.3759331155325,0.0
Kris Van Wyk,416.0,27.343,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Kristjan Tamm,978.0,26.245,1469.4695015289756,0.5,5.0,1500.0,0.5,1484.0,0.5,1500.0,0.5
Kuan-Yi Lee,598.0,21.402,1484.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1484.0,0.5
Kwok Shun Dasson Chan,2000.0,18.552,1484.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1484.0,0.5
Kyle Edmund,473.0,28.329,1476.2678596564645,0.1,7.5,1520.5670372776162,0.5,1434.1665979667825,0.2,1568.8738036501938,0.2
Kyrian Jacquet,147.0,25.035,1505.9404005829833,0.3333333333333333,10.333333333333334,1500.0,0.5,1481.5736981956568,0.5,1549.8332563440174,0.5
Lamine Ouahab,617.0,33.295,1521.022535259913,0.6666666666666666,8.666666666666666,1500.0,0.5,1556.7412107476623,0.5,1500.0,0.5
Laslo Djere,238.0,30.965,1485.0859836676877,0.2,7.6,1420.8796642258383,0.3,1594.2927117942124,0.5,1570.6595439106234,0.6
Laurent Lokoli,199.0,28.706,1423.360024622707,0.0,11.333333333333334,1500.0,0.5,1500.0,0.5,1466.1934255541207,0.5
Laurynas Grigelis,1016.0,30.554,1413.332780908935,0.3333333333333333,9.444444444444445,1500.0,0.5,1481.2927285147891,0.5,1406.4477728462944,0.2857142857142857
Lautaro Midon,229.0,21.867,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Leandro Riedi,171.0,24.049,1594.8839134208642,0.5,5.8,1484.0,0.5,1472.7478241326608,0.5,1612.2951572404277,0.4
Learner Tien,120.0,20.539,1884.8322829977442,0.8,8.1,1560.0903199466904,0.625,1720.0942701450701,0.8,1892.5371134966736,0.6
Leo Borg,622.0,22.415,1430.295391143214,0.2,6.6,1500.0,0.5,1500.9550854159124,0.5,1412.70518789836,0.1111111111111111
Leonardo Mayer,146.0,33.815,1329.4434414273248,0.0,8.7,1461.7594576485706,0.4,1413.317184186086,0.2,1450.6928466497102,0.4
Li Tu,177.0,28.767,1384.3317150579023,0.2,7.2,1476.0914566446759,0.3333333333333333,1500.0,0.5,1380.765245727382,0.1111111111111111
Liam Broady,156.0,30.489,1537.7268676914643,0.4,9.2,1435.821174675323,0.4,1451.5390058038797,0.25,1605.8538623560084,0.5
Liam Caruana,397.0,19.962,1485.2079654432214,0.5,5.0,1500.0,0.5,1500.0,0.5,1483.6587709659714,0.5
Liam Draxl,147.0,24.32,1501.516671694806,0.5,7.833333333333333,1500.0,0.5,1500.0,0.5,1515.5392346369847,0.6
Liam Krall,2000.0,20.717,1484.0627040411941,0.5,5.0,1500.0,0.5,1500.0,0.5,1485.0564246209046,0.5
Linh Giang Trinh,2000.0,26.5,1455.823517121312,0.5,5.0,1500.0,0.5,1500.0,0.5,1469.6062231711173,0.5
Liova Ajavon,2000.0,25.246,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Lloyd Harris,353.0,28.496,1530.7409201234852,0.3,6.8,1515.6168285772044,0.5,1409.9219825495247,0.2,1503.5395119120094,0.3
Lorenzo Giustino,223.0,31.6,1447.2069813548505,0.2,13.4,1500.0,0.5,1468.4183909860872,0.3333333333333333,1469.9905821868617,0.5
Lorenzo Musetti,10.0,24.192,1890.3720385729832,0.6,6.6,1768.9878246174715,0.9,1911.2099970125546,0.6,1871.6869247340098,0.7
Lorenzo Sonego,65.0,31.102,1570.120284841036,0.3,9.1,1596.7422014203175,0.6,1442.3374901711059,0.3,1676.5459727684638,0.7
Louis Van Herck,1293.0,26.198,1484.0,0.5,5.0,1500.0,0.5,1484.0,0.5,1500.0,0.5
Louis Wessels,347.0,24.81,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Luca Nardi,151.0,22.752,1570.2627521516058,0.4,7.1,1451.8378002470092,0.25,1430.4322957669392,0.2,1603.6988953192508,0.5
Luca Preda,1099.0,17.878,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Luca Van Assche,100.0,22.048,1613.754578194647,0.6,8.4,1451.221409164408,0.3333333333333333,1573.634652714066,0.4,1584.984719212689,0.4
Luca Vanni,163.0,33.613,1421.11846339883,0.0,6.666666666666667,1500.0,0.5,1484.0,0.5,1443.978566076598,0.5
Lucas Catarina,430.0,25.624,1429.8828716954763,0.0,11.0,1500.0,0.5,1430.3024811693545,0.0,1500.0,0.5
Lucas Gomez,492.0,23.964,1388.2293467699653,0.0,6.5,1500.0,0.5,1482.5724921652236,0.5,1406.8298354777562,0.0
Lucas Miedler,1071.0,27.619,1465.227996062961,0.5,5.0,1500.0,0.5,1500.0,0.5,1489.5739844193185,0.5
Lucas Pouille,104.0,30.927,1553.0636341343793,0.4,8.6,1562.1646139128377,0.5,1417.7482422650357,0.2,1557.975309582055,0.3
Luciano Darderi,17.0,24.285,1828.3236460574278,0.7,6.0,1427.1582737931226,0.25,1855.4680530026942,0.7,1535.7513968510207,0.4
Luciano Ramazzini,2000.0,23.255,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Luis Carlos Alvarez,784.0,20.86,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Luis David Martinez,2000.0,30.817,1494.666828786396,0.5,5.0,1500.0,0.5,1500.0,0.5,1494.666828786396,0.5
Luis Diego Chavez Villalpando,1581.0,22.281,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Luis Guto Miguel,1593.0,16.977,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Luis Patino,762.0,24.942,1534.894991735723,0.75,7.0,1500.0,0.5,1486.6758437411631,0.5,1551.2512633322658,0.5
Luka Mikrut,350.0,20.266,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Luka Pavlovic,241.0,26.149,1483.676398504935,0.5,5.0,1500.0,0.5,1500.0,0.5,1491.068488598495,0.5
Lukas Hellum-Lilleengen,1564.0,19.305,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Lukas Klein,121.0,27.477,1516.5773238421734,0.3,6.1,1499.0978818206493,0.5,1530.8861397917053,0.5,1485.544056054785,0.3
Lukas Lacko,213.0,33.607,1463.027877697387,0.3,7.2,1563.4041959103065,0.6,1500.0,0.5,1382.3653610319527,0.3
Lukas Mugevicius,405.0,22.333,1516.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1516.0,0.5
Lukas Neumayer,223.0,23.441,1483.5608629516032,0.3333333333333333,8.666666666666666,1500.0,0.5,1462.1851164713328,0.3333333333333333,1513.0383411891721,0.5
Lukas Pokorny,589.0,21.927,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Lukas Rosol,226.0,37.232,1482.0596052508977,0.3,7.4,1496.4424084643401,0.5,1533.13317264869,0.5714285714285714,1427.2463373975863,0.3
Luke Saville,313.0,29.714,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
M Rifki Fitriadi,569.0,25.029,1531.9354186575704,0.5,5.0,1500.0,0.5,1500.0,0.5,1531.9354186575704,0.5
M. Abid Ali Khan Akbar,1753.0,27.535,1469.4695015289756,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Mackenzie McDonald,125.0,30.962,1559.041308256641,0.3,5.6,1529.5523571489286,0.5,1417.3179586381004,0.2,1491.350380960307,0.2
Maks Kasnikowski,416.0,22.612,1502.423893705662,0.5,5.0,1500.0,0.5,1500.0,0.5,1529.1999977523637,0.5
Malek Jaziri,444.0,39.105,1413.958586987724,0.4,7.5,1410.1956589054078,0.16666666666666666,1464.9647426010945,0.4,1378.4418746236072,0.2
Manas Dhamne,2000.0,15.012,1479.2061918646787,0.5,5.0,1500.0,0.5,1500.0,0.5,1480.482624594529,0.5
Manuel Guinard,280.0,29.24,1543.1013559660682,0.4,8.9,1500.0,0.5,1512.6818407464955,0.5,1519.1962074201429,0.42857142857142855
Manuel Sanchez,821.0,29.166,1481.1669120124143,0.6666666666666666,7.333333333333333,1500.0,0.5,1454.144876489387,0.5,1501.9964345613316,0.5
Marc Polmans,217.0,27.203,1395.5688970839487,0.2,8.9,1496.6324686976773,0.5,1511.7315995549961,0.3333333333333333,1326.4634703480917,0.1
